,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
5760,228,1,1,2,8,필리핀, ,2,5,2,3, ,2,5, , , ,가족/친지,3,개별여행,52,5,5,5,5,5,5,4,5,3,3,5,5,5,5,5,1, , , , , , , , , , , , ,5,12,13, , , ,1, , , , , ,7, , , ,117,118,105,17,18,1,자연경관감상,5,4,5,10,3,4,5,1150.0,0.0,1150.0
5761,229,2,1,2,7,필리핀, ,2,5,3,1, ,2,1,3,11,13,가족/친지,3,개별여행,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,5,8,10,1,20,17,쇼핑,1,1,5,7,3,4,5,1420.0,600.0,820.0
5914,418,1,2,2,5,필리핀, ,2,5,5,3,4,5,1,1,3,7,가족/친지,3,개별여행,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,1,28,4,18,22,17,자연경관감상,2,4,7,8,3,4,18,860.0,600.0,260.0
5915,419,1,2,3,1,필리핀, ,1,5,3,5,2,7,1,1,16,4,친구/연인,2,개별여행,5,4,4,4,4,4,3,4,4,3,4,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,28,4,9,18,17,자연경관감상,2,3,7,9,4, , ,450.0,440.0,10.0
5916,420,1,3,2,2,필리핀, ,1,5,3, , ,1,6, , , ,혼자,1,개별여행,14,5,4,4,3,3,3,3,4,3,4,3,4,4,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,5,4,2,1,9,식도락,1,7, , ,10, , ,1998.627,1737.936548,260.6904822
5917,422,2,2,3,9,필리핀, ,4,5,2,4,5,2,5, , , ,가족/친지,2,개별여행,66,5,5,5,5,4,5,5,5,3,4,5,4,5,5,5,1,4,8,9, , , , , , , , , , , , , , , ,1,2,3,4, , , , , , ,28,46,21,7,9,18,유흥.오락,1,9,10, ,4,5,15,2320.0,0.0,2320.0
5945,453,1,2,2,5,필리핀, ,1,5,3,4, ,3,1,1,16,3,친구/연인,2,개별여행,4,5,5,5,5,5,4,4,5,3,4,5,5,5,4,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,48,5,1,17,7,18,고궁/역사유적지방문,1,5,7, ,3,4, ,947.1754,0.0,947.1754186
5946,454,1,3,3,1,필리핀, ,4,5,2,3, ,4,6, , , ,혼자,1,개별여행,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,12,14,16,14,1,업무수행,1,7,10, ,3,4,8,700.0,0.0,700.0
5947,455,2,1,2,3,필리핀,1,1,5,2,5,3,4,1,9,1,2,가족/친지,2,개별여행,5,4,5,5,5,4,4,4,4,3,3,4,3,4,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,5,1,18,20,쇼핑,2,7,8,9,4,5,11,352.8011,104.2761929,248.5249264
5948,456,1,1,2,4,필리핀, ,1,5,2,3,4,2,1,6,1,7,가족/친지,2,개별여행,4,5,5,5,5,4,5,5,5,4,5,5,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,1,4,17,20,1,고궁/역사유적지방문,1,7, , ,5,10,18,5200.0,4000.0,1200.0
5949,457,1,2,2,5,필리핀, ,1,5,3, , ,8,1,11,2,4,가족/친지,4,개별여행,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,28,1,4,7,9,17,유흥.오락,2,5,6,7,4,5,10,440.0,0.0,440.0
5950,458,2,2,2,3,필리핀, ,3,5,3,4,5,2,1,3,6,8,혼자,1,개별여행,4,4,4,5,5,4,3,5,5,5,5,5,4,5,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,2,5,17,18,20,고궁/역사유적지방문,2,7, , ,18, , ,247.656,0.0,247.6559581
5951,460,2,1,2,3,필리핀, ,1,5,3,2,4,12,1,13,4,1,가족/친지,4,개별여행,10,4,5,5,5,5,5,5,5,3,3,4,5,3,3,5,1, ,8, , , , , , , , , ,2, , , , , , ,1, ,3, , ,6, , , , ,5,99,28,21,17,20,시티투어버스이용,1,5,7,9,5,10,19,808.1405,173.7936548,634.34684
5952,461,2,2,3,1,필리핀, ,2,5,3,5,2,24,1,4,2,6,가족/친지,8,개별여행,7,5,5,5,5,5,5,5,5,4,4,5,5,5,4,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,8,16,5,9,1,18,자연경관감상,2,5,7, ,3,5, ,1140.0,330.0,810.0
5953,462,2,3,3,1,필리핀, ,2,5,3,8, ,12,1,1,6,3,가족/친지,2,단체여행,4,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,3,8,17,7,9,고궁/역사유적지방문,1,5,8, ,4,6,18,660.0,0.0,660.0
5968,479,2,1,2,4,필리핀, ,1,5,8,2,3,7,3,1,8,12,기타,8,개별여행,15,4,5,5,5,3,4,4,4,3,3,5,5,5,5,5, , , , , , , , , , , , , ,5, , , , , , , , , , , ,7, , , ,136,107, ,15,1, ,미팅/회의/학술대회/박람회참가,8,2,10, ,1,3,5,147.7246,0.0,147.7246066
5969,480,2,1,2,5,필리핀, ,1,5,5,3, ,8,1,3,13,7,친구/연인,4,개별여행,6,5,5,5,5,4,5,5,4,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,8,17,1,22,고궁/역사유적지방문,1,2,4,5,4,5,19,620.0,20.0,600.0
6092,628,2,2,2,2,필리핀,3,1,5,2,5,3,7,1,2,12, ,친구/연인,2,개별여행,4,5,5,5,4,5,5,5,5,3,4,5,5,5,5,5,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,48,8,5,17,21,1,쇼핑,2,1,3,7,4,5,6,472.0,472.0,0.0
