,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
11057,600,2,1,2,4,캐나다, ,1,10,2,3,4,4,1,1,16,7,친구/연인,2,개별여행,8,5,4,3,4,3,4,4,4,3,4,4,3,5,4,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,50,45,4,1,18,22,자연경관감상,1,4,5,9,9,10,11,1475.54,388.3,1087.24
11058,601,2,1,2,3,캐나다, ,1,10,3,2,5,8,1,4,3,6,친구/연인,2,개별여행,16,5,5,5,5,5,4,5,5,4,4,5,5,5,3,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,10,96,1,17,1,7,고궁/역사유적지방문,2,3,5,10,4,5,11,951.335,0.0,951.335
11068,611,1,3,2,1,캐나다, ,5,10,1,2,3,2,6, , , ,혼자,1,개별여행,9,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5, , , , , , ,11, , , , , ,2, , , , , , , , , , ,5,6, , , , ,64,96, ,1,16, ,쇼핑,2,1, , ,3,9, ,440.7189007,0.0,440.7189007
11069,612,2,1,2,2,캐나다, ,2,10,3, , ,1,6, , , ,혼자,1,개별여행,4,5,4,4,5,5,9,3,3,4,3,4,4,5,4,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,5,44, ,16, , ,스포츠활동,1,12, , ,21, , ,543.62,543.62,0.0
11102,647,2,1,2,5,캐나다, ,1,10,3,2, ,1,1,3,7,6,친구/연인,3,개별여행,5,5,5,4,5,4,5,4,5,4,4,4,4,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,7,1,17,18,고궁/역사유적지방문,2,3,4,7,4,13,19,380.534,155.32,225.214
11103,648,2,5,3,2,캐나다, ,1,10,9, , ,3,6, , , ,혼자,1,개별여행,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,10, , ,16, , ,업무수행,1,1, , ,5, , ,145.4372372,0.0,145.4372372
11120,667,1,5,2,10,캐나다, ,1,10,2,3,4,6,1,16,3, ,가족/친지,3,개별여행,12,4,5,5,5,3,4,5,4,4,4,5,4,5,2,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,98,96,97,20,22,17,공연/민속행사/축제참가관람,1,3,9,10,4,10,18,1762.875603,176.2875603,1586.588042
11121,668,1,5,2,10,캐나다, ,10,10,2, , ,3,5, , , ,가족/친지,2,개별여행,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48, , ,23,2,1,기타,1,3, , ,8, , ,2071.378833,0.0,2071.378833
11122,669,2,5,3,5,캐나다, ,1,10,2, , ,3,6, , , ,혼자,1,개별여행,10,4,4,3,5,3,4,3,3,1,2,5,4,4,3,3,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,29,1, ,15,17, ,미팅/회의/학술대회/박람회참가,1,9, , ,18, , ,3700.0,2000.0,1700.0
11123,670,2,5,2,10,캐나다, ,3,10,3,2, ,2,5, , , ,혼자,1,개별여행,31,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,45,32,9,1,9,18,자연경관감상,4,3,9,10,10,11,16,621.28,388.3,232.98
