,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
8124,681,1,2,3,2,인도, ,1,7,3,6,2,1,6, , , ,혼자,1,개별여행,31,5,4,4,4,3,4,4,5,4,5,5,3,5,5,5,1,4,8, , , , , , , , , , , , , , , , ,1,2,3, , , , , , , ,12,15,21,14,13,16,연수/교육/연구,1,2,9,10,4,7,16,3400.0,2100.0,1300.0
8147,707,1,2,2,2,인도, ,1,7,3,7,6,1,7, , , ,직장동료,3,개별여행,15,3,4,4,3,1,3,3,3,1,2,5,3,3,3,2,1, , , , , , ,17, , , , , , , , , , , ,1, , , ,5, , , , , ,2,9,1,14,21,20,박물관/전시관방문,1,4,6,8,4,5,18,2137.464625,1111.481605,1025.98302
8148,708,1,2,3,6,인도, ,2,7,3,1, ,1,6, , , ,친구/연인,4,개별여행,15,5,5,5,4,4,5,5,5,4,4,5,4,4,5,5,1,4, , , , , , , , ,3, , , , , , , , ,1,2, , , ,6, , , , ,3,4,2,17,20,1,박물관/전시관방문,1,1,4,7,6,8, ,2740.0,2740.0,0.0
8194,760,1,3,3,3,인도, ,4,7,9, , ,1,6, , , ,혼자,1,개별여행,3,4,4,4,4,5,4,4,4,3,4,4,4,4,4,4, , , , , , , , , , ,3, , , , , , , , , , , , , ,6, , , , ,136,92, ,16,1, ,업무수행,1,1, , ,11,12, ,258.72,92.4,166.32
8195,761,1,1,2,3,인도, ,10,7,3, , ,2,6, , , ,직장동료,2,개별여행,5,4,3,4,5,4,9,4,4,3,3,3,4,4,3,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,9,20, ,16,7, ,유흥.오락,1,12, , ,21, , ,415.8,0.0,415.8
8196,762,1,4,2,7,인도, ,2,7,3,1, ,3,1,1,13,4,가족/친지,4,단체여행,4,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,5,6,1,2,20,박물관/전시관방문,1,9,10, ,5, , ,1001.0,0.0,1001.0
8197,763,2,1,3,8,인도, ,2,7,2,3,5,24,7, , , ,혼자,1,개별여행,41,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,1, , ,9, , , , ,14,15,3,7, ,5, , ,16, , ,1, , ,4, ,6,7,8, , ,14,124,89,11,7,10,레포츠활동,2,5,7,10,3,5,9,2479.458965,427.492925,2051.96604
8281,862,1,2,2,5,인도, ,4,7,3,2, ,3,6, , , ,혼자,1,개별여행,89,4,4,4,4,4,4,5,4,3,3,5,3,5,4,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,4,6,12,16,11,18,자연경관감상,2,4,5,6,4,15,16,7917.168971,3958.584485,3958.584485
8282,863,1,2,3,5,인도, ,6,7,9, , ,1,6, , , ,혼자,1,개별여행,4,4,4,4,4,3,4,4,4,3,3,4,4,4,5,4, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,29, , ,16,1,7,유흥.오락,2,3,10, ,4,5, ,345.0,200.0,145.0
8292,875,1,2,4,2,인도, ,1,7,6, , ,1,6, , , ,혼자,1,개별여행,2,4,5,4,3,4,9,4,4,3,4,4,4,4,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,10, , ,16, , ,업무수행,1,12, , ,21, , ,160.0,0.0,160.0
