,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
10703,193,1,1,2,3,베트남, ,1,10,3,2,4,1,6, , , ,직장동료,2,단체여행,7,4,5,4,4,3,4,4,4,3,3,4,4,4,4,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,5,33,1,2,15,쇼핑,1,1,3,7,5,8,10,3300.0,1600.0,1700.0
10704,194,1,2,1,7,베트남, ,2,10,1,7,6,5,3,1,6,15,친구/연인,2,개별여행,10,3,5,4,4,4,4,4,4,4,4,4,4,5,4,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,125,130,132,17,18,19,휴양/휴식,3,2,3,10,8,9,16,881.4378013,0.0,881.4378013
11160,710,2,1,2,3,베트남, ,2,10,3,2,6,8,1,1,6,8,가족/친지,2,개별여행,10,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,1, ,8,9, , , , , , ,3, ,2, , , , , , ,1, ,3,4, ,6, , , , ,50,103,28,11,18,1,레포츠활동,2,1,7,10,8,10, ,1762.875603,0.0,1762.875603
11161,711,1,1,3,4,베트남, ,1,10,1,2,3,3,1,1,11,2,가족/친지,2,개별여행,4,5,5,5,5,5,5,5,5,2,4,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,16,17,18,22,고궁/역사유적지방문,1,1,2,3,5,8,9,1921.0,921.0,1000.0
11162,712,2,1,2,3,베트남, ,1,10,3,4, ,6,1,7,13,2,가족/친지,3,개별여행,3,5,4,5,5,5,5,5,5,2,5,5,4,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,14,1,20,17,박물관/전시관방문,2,3,9, ,5,10, ,396.6470106,229.1738283,167.4731823
11265,823,1,2,2,3,베트남,5,1,10,3,2,5,3,1,8,3,11,가족/친지,6,에어텔여행,4,4,4,5,4,3,4,4,4,3,4,5,4,4,5,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1,2,4,2,1,17,고궁/역사유적지방문,1,1,2,3,4,8,16,1498.444262,1189.941032,308.5032305
11266,825,2,1,1,7,베트남, ,1,10,1, , ,10,1,1,6,8,가족/친지,2,단체여행,4,5,5,5,3,4,4,3,5,4,4,5,3,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,8,1,2,17,고궁/역사유적지방문,1,2,3,9,4,5,10,26.4,13.2,13.2
11310,873,1,1,3,5,베트남, ,1,10,3,1,8,2,1,1,3,8,가족/친지,11,단체여행,4,4,5,5,5,4,5,4,4,4,4,5,4,4,4,5,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,1,15,4,17,2,1,고궁/역사유적지방문,1,1,9, ,3,4,5,1232.0,0.0,1232.0
11311,874,2,2,2,4,베트남, ,1,10,2,3,1,3,4,1,2,7,가족/친지,5,단체여행,4,4,4,2,3,3,5,3,3,3,4,4,3,3,4,4,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,5,8,4,1,2,18,쇼핑,1,1,2,7,5,10,16,2816.0,0.0,2816.0
11312,875,2,0,4,8,베트남, ,2,10,2,3,1,1,4,2,4,11,가족/친지,5,단체여행,4,5,5,3,4,4,5,4,4,3,3,5,4,5,4,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,28,48,8,1,2,18,쇼핑,1,1,2,3,4,8,5,1012.0,0.0,1012.0
11339,905,1,2,2,1,베트남, ,1,10,2,3,1,8,1,1,2,8,가족/친지,8,단체여행,4,4,5,3,3,3,4,4,4,3,3,5,4,3,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,2,8,9,1,17,고궁/역사유적지방문,1,2,3,5,5,8,10,2816.0,0.0,2816.0
11340,906,2,1,3,3,베트남,1,1,10,3,2,1,6,1,1,6,8,가족/친지,2,개별여행,4,3,4,2,3,3,4,5,3,2,2,3,5,3,3,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,4,5,18,7,1,자연경관감상,2,2,7,9,4,5,10,440.7189007,0.0,440.7189007
11341,907,2,2,2,3,베트남, ,1,10,1,3,2,1,1,1,4,15,가족/친지,5,단체여행,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,1,4, , , , , , , , , , , , , , , , , ,1,2, , , , , , , , ,6,1,2,1,2,18,자연경관감상,1,1,2,5,8,10,18,1100.0,0.0,1100.0
11362,931,2,1,2,7,베트남, ,1,10,5,2,1,3,1,1,8,4,직장동료,41,단체여행,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,5,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,16,6,20,22,2,1,고궁/역사유적지방문,1,2,4, ,8, , ,1650.0,0.0,1650.0
11363,932,2,1,2,8,베트남, ,1,10,5,1,4,6,1,1,7,11,친구/연인,2,단체여행,5,5,4,4,5,5,5,4,4,5,5,5,5,5,5,5,1,4,8,9, , , , , , , , , , , , , , , ,1,2,3,4, , , , , , ,48,28,3,4,21,17,고궁/역사유적지방문,1,2,5, ,5,7, ,1056.0,0.0,1056.0
11364,933,1,1,2,4,베트남, ,1,10,3,1,5,2,6, , , ,기타,41,단체여행,5,4,4,3,4,4,4,5,4,3,3,5,5,5,5,5,1,4,8,9, , , , , , , , , , , , ,16, , ,1,2,3,4, , , ,8, , ,48,135,1,17,1,2,고궁/역사유적지방문,1,2,5,7,5,8, ,1300.0,1100.0,200.0
11365,934,1,2,2,4,베트남, ,1,10,3,1, ,1,1,1,3,5,직장동료,11,단체여행,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1, ,8,9, , , , , , , , , , , , ,16, , ,1, ,3,4, , , ,8, , ,124,48,16,1,9,18,자연경관감상,1,2,3,7,4,6,9,1762.875603,0.0,1762.875603
11366,935,1,2,2,7,베트남, ,1,10,2,1, ,1,1,2,11,15,가족/친지,8,단체여행,5,4,5,1,4,3,4,3,4,4,3,4,4,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,2,28,18,17,1,쇼핑,1,1,2, ,5,6,8,1300.0,0.0,1300.0
11443,1263,1,4,1,7,베트남, ,1,10,1,2,3,3,1,7,1,2,가족/친지,3,단체여행,4,5,5,5,4,4,4,4,4,5,5,4,4,5,5,4, , , , , , , , ,14, , , ,2, , , , , , , , , , , ,6, , , , ,72,96,97,18,17,1,자연경관감상,1,3,9, ,10,12,16,1410.300482,1322.156702,88.14378013
11444,1264,2,1,1,4,베트남, ,1,10,3,1,2,2,1,7,9,1,친구/연인,2,개별여행,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,5,96,17,1,2,고궁/역사유적지방문,2,7,9, ,4,6,10,1234.012922,784.4796432,449.5332787
11445,1265,1,3,2,5,베트남, ,2,10,1,2, ,1,1,4,10,1,가족/친지,3,단체여행,4,4,3,4,3,3,4,4,4,3,4,3,4,4,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,99,102,104,4,1,3,휴양/휴식,1,1,9, ,4,7, ,1430.0,0.0,1430.0
11446,1266,2,2,2,6,베트남, ,1,10,1,2, ,3,1,1,7,2,친구/연인,4,단체여행,4,4,3,4,4,5,4,5,4,4,3,5,4,5,4,4, , , , , , , , , ,15, , ,2, , , , , , , , , , , ,6, , , , ,98,104,96,1,2,18,쇼핑,1,1,9, ,4,5,6,338.8,0.0,338.8
11515,1417,2,2,3,7,베트남, ,2,10,3,2,5,1,1,1,3,2,친구/연인,3,단체여행,5,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4, , , , , , , , , , , , , , , , ,16, , , , , , , , , ,8, , ,130,125,132,2,4,1,식도락,1,2,3, ,4,8, ,1300.0,1000.0,300.0
11706,182,2,4,1,9,베트남, ,2,11,8, , ,1,5, , , ,혼자,1,개별여행,90,5,4,4,4,5,5,4,4,4,4,5,4,5,4,4, , , , , , , , , , , , , , , ,13, , , , , , , , , ,7, , , ,114, , ,18,1, ,자연경관감상,4,10, , ,3,4,5,705.1502411,0.0,705.1502411
11707,183,1,4,2,12,베트남, ,1,11,2, , ,2,6, , , ,혼자,1,개별여행,90,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4, , , , , , , , ,14, , , , , , , , , , , , , , , ,6, , , , ,136, , ,2,13, ,시찰(산업시설등),4,10, , ,8, , ,70.51502411,0.0,70.51502411
11708,184,1,4,2,10,베트남, ,3,11,2, , ,2,5, , , ,친구/연인,3,개별여행,150,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4, , , , , , ,11, , , , , , , , ,13, , , , , , , ,5, ,7, , , ,136, , ,4,12,17,휴양/휴식,4,9,10, ,4,10, ,500.0,0.0,500.0
11709,185,1,0, ,8,베트남, ,1,11,1, , ,9,1,1,3,5,가족/친지,3,단체여행,5,5,5,5,5,5,5,5,4,4,5,5,3,5,4,4,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1, , ,1,9,11,스포츠활동,2,7,9,10,4,5, ,792.0,0.0,792.0
11710,186,1,1,3,4,베트남, ,1,11,1,2,3,1,6, , , ,혼자,1,개별여행,4,4,5,5,4,3,4,4,3,2,3,5,4,4,5,5,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,1, , ,18,17,1,자연경관감상,1,1,4,5,4,9,16,700.0,0.0,700.0
11711,187,1,3, ,12,베트남, ,3,11,2, , ,2,5, , , ,혼자,1,개별여행,52,4,4,4,4,3,4,4,3,3,3,5,4,4,4,4, , , , , , , , , , , , ,2, , , , , , , , , , , ,6, , , , ,102, , ,1,2,13,시찰(산업시설등),4,10, , ,4,10, ,88.14378013,0.0,88.14378013
11712,188,1,2,3,1,베트남, ,1,11,1, , ,1,6, , , ,가족/친지,3,단체여행,9,4,4,4,4,5,4,4,4,5,5,5,4,5,5,4, , ,8, , , , , , , , , , , , , , , , , , ,3, , , , , , , ,41, , ,1,2,18,박물관/전시관방문,5,9,10, ,6, , ,83.6,0.0,83.6
