,id,gender,age,edu,job,nat,other,count,month,info1,info2,info3,decision,object,mov1,mov2,mov3,member,number,tourtype,period,overal,sat1,sat2,sat3,sat4,sat5,sat6,sat7,sat8,sat9,sat10,bf_img,af_img,revisit,recom,district1,district2,district3,district4,district5,district6,district7,district8,district9,district10,district11,district12,district13,district14,district15,district16,district17,district18,district19,zone1,zone2,zone3,zone4,zone5,zone6,zone7,zone8,zone9,zone10,bestspot1,bestspot2,bestspot3,act1,act2,act3,bestact,accom,shop1,shop2,shop3,prd1,prd2,prd3,expense,card,cash
1202,332,1,1,2,12,말레이시아, ,1,5,5,3,2,2,4,2,4,13,친구/연인,3,개별여행,8,5,2,5,4,4,5,5,3,3,3,5,4,4,5,5,1, , , , , , , , , , , , , , , ,16, , ,1, , , , , , ,8, , ,5,1,131,1,18,17,자연경관감상,1,7,9,10,5,10,13,1461.6046,71.25539847,1390.349238
1213,398,1,2,2,3,말레이시아, ,1,6,9, , ,1,6, , , ,혼자,1,개별여행,6,4,5,5,4,4,4,4,4,3,3,4,4,4,3,3,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,9,35, ,1,7,13,유흥.오락,1,1,10, ,5, , ,1166.0,466.4,699.6
1228,704,1,3,3,7,말레이시아, ,2,7,9, , ,1,6, , , ,혼자,1,단체여행,4,4,3,5,3,3,3,4,3,3,3,5,5,5,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,1,8,11,14,1,16,업무수행,1,1,5,9,5, , ,290.875,0.0,290.875
1243,416,2,3,2,7,말레이시아, ,2,9,3,5,4,1,6, , , ,혼자,1,개별여행,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,5,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,8,14,1,17,22,쇼핑,1,5,7, ,4,5,6,1010.0,500.0,510.0
1270,1256,2,1,2,8,말레이시아, ,1,11,1,3,2,4,1,1,2,3,친구/연인,4,개별여행,6,5,5,5,5,4,5,5,4,4,4,4,4,4,4,4,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,1,4,103,2,18,17,자연경관감상,2,1,3,4,1,5,8,1276.02,0.0,1276.02
1271,12,2,3,3,2,말레이시아, ,1,12,1, , ,3,1,8,16,3,혼자,1,단체여행,5,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,1, ,8,9, , , , , , , , , , , , , , , ,1, ,3,4, , , , , , ,48,4,5,10,18,17,스포츠활동,1,1,3,5,4,5,18,2836.2,0.0,2836.2
1328,557,2,4,2,7,말레이시아, ,1,2,3,2,5,3,1,3,2,13,가족/친지,6,개별여행,8,4,3,4,5,3,5,5,3,2,3,4,3,4,4,3,1, ,8, , , , , , , , , , , , , , , , ,1, ,3, , , , , , , ,39,17,1,17,2,18,고궁/역사유적지방문,2,4,6,7,4,5,6,445.8,222.9,222.9
1341,1872,1,2,3,3,말레이시아, ,1,2,3,6,2,2,1,1,4,2,혼자,1,개별여행,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,1, , , , , , , , , , , ,2, , , , , , ,1, , , , ,6, , , , ,5,12,99,17,1,2,식도락,1,1,7,8,4,5,10,1188.192759,339.4836454,848.7091134
1373,113,2,1,2,7,말레이시아, ,1,4,3,2,7,6,1,2,8,11,친구/연인,3,개별여행,12,3,4,5,3,4,5,4,4,2,2,4,4,3,2,3,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , ,5,8,4,1,16,18,쇼핑,2,7,9,10,4,5,6,562.6077,254.931608,307.6760786
1402,88,2,1,2,8,말레이시아, ,1,5,3,5,2,1,1,16,2,1,친구/연인,9,개별여행,4,3,5,3,5,5,3,4,4,4,4,4,4,3,3,4,1, , ,9, , , , , , , , , , , , , , , ,1, , ,4, , , , , , ,5,8,10,1,17,18,쇼핑,3,7, , ,4,5, ,790.362,115.55,674.812
